"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description"
"1","ENSG00000001084",1469.58089782084,0.30547727756077,0.103082386533043,2.96342845596469,0.0030423277504427,0.0355871288833066,"GCLC","glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]"
"2","ENSG00000003137",77.2042602478931,0.832590453044763,0.238107959949042,3.49669306823236,0.000471063483141351,0.00920380125782794,"CYP26B1","cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]"
"3","ENSG00000004660",169.245168546088,-0.52328471675496,0.161153542813742,-3.24711891292245,0.00116579670595721,0.0180970090806475,"CAMKK1","calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]"
"4","ENSG00000005001",68.6960228604736,1.38232199492494,0.333417123849333,4.14592381748694,3.38446350512172e-05,0.00109661681601114,"PRSS22","serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]"
"5","ENSG00000005339",872.41003311123,-0.437188940042349,0.115649803700744,-3.78028259497631,0.000156650454683464,0.00386950448232367,"CREBBP","CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]"
"6","ENSG00000005812",1647.07829980459,-0.324641775798524,0.078494642099602,-4.13584630893132,3.53648834815839e-05,0.00113455785450918,"FBXL3","F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]"
"7","ENSG00000006453",1328.79476735495,-0.353022359254352,0.0846408151453946,-4.17082891567072,3.03493656260193e-05,0.00100083580603774,"BAIAP2L1","BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]"
"8","ENSG00000006634",1481.81776358616,0.258565756320548,0.0919990327497318,2.81052690003745,0.00494604541828325,0.0498943851861446,"DBF4","DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]"
"9","ENSG00000007968",60.8248089563715,1.24721522312227,0.267579022777115,4.66110986645301,3.14508770872002e-06,0.00015247807686343,"E2F2","E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]"
"10","ENSG00000008083",1700.90253215606,-0.469644147142718,0.0866327140542306,-5.42109470157808,5.92351675154592e-08,4.90218172948001e-06,"JARID2","jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]"
"11","ENSG00000008323",63.6342619600731,0.912081351520244,0.279423396409729,3.26415526845442,0.00109790979850175,0.0173262686946966,"PLEKHG6","pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]"
"12","ENSG00000008513",494.677996982853,-0.467476908773665,0.105685718905666,-4.42327415297172,9.72162509030212e-06,0.000391062151078314,"ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]"
"13","ENSG00000008853",602.59286040798,-0.425155529141188,0.121374891489412,-3.50282932428638,0.00046034433003415,0.00904490240314523,"RHOBTB2","Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]"
"14","ENSG00000008952",2263.59183189863,-0.245898204437982,0.0810860369982414,-3.03255916235387,0.00242489558585092,0.0300349555261782,"SEC62","SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]"
"15","ENSG00000011114",2118.8705193077,-0.332041704795002,0.0882693413637407,-3.76168780309262,0.000168770627382012,0.00410643588309827,"BTBD7","BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]"
"16","ENSG00000011243",736.493707291522,-0.307575749064701,0.0981558799848275,-3.1335437990291,0.00172709140814615,0.0238217607919776,"AKAP8L","A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]"
"17","ENSG00000011304",8482.13253586101,-0.304242085464275,0.066412247940851,-4.58111410014676,4.62505404842648e-06,0.000210116528850368,"PTBP1","polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]"
"18","ENSG00000011422",1674.33504252698,0.482570722907247,0.0946160886558789,5.10030302206181,3.3911013223483e-07,2.23657763864322e-05,"PLAUR","plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]"
"19","ENSG00000011523",380.164562361538,0.372434073249785,0.131651880300481,2.82893090778304,0.0046703780569354,0.0478566420297805,"CEP68","centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]"
"20","ENSG00000012211",339.832951950847,0.410992101551028,0.123960243697135,3.31551543699109,0.000914742887454023,0.0151395854031736,"PRICKLE3","prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]"
"21","ENSG00000015133",527.42827997329,0.388877278947701,0.124131042486775,3.13279636710642,0.00173149523849321,0.0238319042730321,"CCDC88C","coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]"
"22","ENSG00000015532",1217.19587812015,0.291830737003665,0.0915669807908228,3.18707392646622,0.00143720035552225,0.0211000499653115,"XYLT2","xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]"
"23","ENSG00000017483",2688.57670517921,-0.234139612852984,0.0821122132846811,-2.85145903985351,0.00435190927574477,0.0455635432874712,"SLC38A5","solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]"
"24","ENSG00000019144",1460.59556068315,-0.434451982890952,0.0890499856990402,-4.87874287098998,1.06764139903223e-06,5.95358999898103e-05,"PHLDB1","pleckstrin homology like domain family B member 1 [Source:HGNC Symbol;Acc:HGNC:23697]"
"25","ENSG00000019549",4432.77906598559,-0.540495701215182,0.0869822540134488,-6.21386175083038,5.16980171453905e-10,6.65061719574315e-08,"SNAI2","snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]"
"26","ENSG00000020577",1525.63644151314,-0.447270532590191,0.0951792472429772,-4.69924427378987,2.61125971321632e-06,0.000128515520658408,"SAMD4A","sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]"
"27","ENSG00000022976",252.333072595951,0.426168892573804,0.146357631904232,2.91183238638806,0.00359315388989552,0.0398343417162222,"ZNF839","zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]"
"28","ENSG00000023892",779.990306919022,0.332641050465049,0.0993288153726089,3.34888772424421,0.000811366678066041,0.0138711674317264,"DEF6","DEF6 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]"
"29","ENSG00000024526",1921.94545639402,0.300335614908741,0.0814548354821164,3.68714285813861,0.000226786054222949,0.00514003283943845,"DEPDC1","DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]"
"30","ENSG00000026103",838.180070427992,-0.318232205718727,0.100504974339867,-3.16633288858515,0.0015437401798146,0.0220901058990431,"FAS","Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]"
"31","ENSG00000026508",12450.8877306746,-0.293983097458339,0.0907607821175036,-3.23909832638654,0.00119908228467047,0.018459331901331,"CD44","CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]"
"32","ENSG00000031003",415.926377700131,-1.06175370017351,0.164092912172465,-6.47044217886501,9.77165404621022e-11,1.54833050027329e-08,"FAM13B","family with sequence similarity 13 member B [Source:HGNC Symbol;Acc:HGNC:1335]"
"33","ENSG00000033867",1890.80023547987,0.301180289633123,0.0869894542398433,3.46226208987038,0.000535655255372784,0.0102049394912882,"SLC4A7","solute carrier family 4 member 7 [Source:HGNC Symbol;Acc:HGNC:11033]"
"34","ENSG00000034677",963.04243010522,-0.267582864386842,0.0896715998851382,-2.98403134024142,0.00284477631901596,0.033817180890187,"RNF19A","ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]"
"35","ENSG00000035664",60.2546906841616,-0.845241835050956,0.264516099333503,-3.19542680835192,0.00139624191991549,0.0206386476285119,"DAPK2","death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]"
"36","ENSG00000038295",154.478117471377,-0.782836647474901,0.177219471874167,-4.41732863322575,9.99282392524962e-06,0.00039949772695621,"TLL1","tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]"
"37","ENSG00000038427",115.263682339556,-0.608303021027352,0.20684171805091,-2.94091069615671,0.00327248865241054,0.0375281951110064,"VCAN","versican [Source:HGNC Symbol;Acc:HGNC:2464]"
